CódigoItem,Descricao,Cidade Entrega,UF,Data Emissão NF,Quantidade,Valor
4,Tipo_D,MONTES CLAROS,MG,2016-09-08,1,29828.73000000
7,Tipo_F_0-11,MONTES CLAROS,MG,2017-03-30,1,45038.50000000
17,Tipo_J_2-8,MONTES CLAROS,MG,2017-08-17,1,22140
8,Tipo_F_0-11_Z,MONTES CLAROS,MG,2018-06-28,1,41850.75000000
18,Tipo_J_9,MONTES CLAROS,MG,2018-07-25,1,49886.75000000
6,Tipo_F_Mini,MONTES CLAROS,MG,2018-10-25,1,18450
14,Tipo_H_6-10,MONTES CLAROS,MG,2019-06-25,1,45514.10000000
17,Tipo_J_2-8,MONTES CLAROS,MG,2019-06-25,1,27548.31000000
2,Tipo_B,MONTES CLAROS,MG,2019-06-28,1,43460
14,Tipo_H_6-10,MONTES CLAROS,MG,2020-07-31,1,34030
17,Tipo_J_2-8,MONTES CLAROS,MG,2020-09-29,1,31734
4,Tipo_D,MONTES CLAROS,MG,2020-09-30,1,37802
18,Tipo_J_9,CACHOEIRA DO SUL,RS,2015-10-30,1,30416.95700000
17,Tipo_J_2-8,CACHOEIRA DO SUL,RS,2019-03-13,1,27812.35000000
17,Tipo_J_2-8,LAJEADO,RS,2015-09-16,1,22354.12250000
17,Tipo_J_2-8,LAJEADO,RS,2016-10-13,1,25177.91550000
17,Tipo_J_2-8,LAJEADO,RS,2018-03-22,1,28134.61000000
1,Tipo_A,LAJEADO,RS,2018-07-13,1,22316.30000000
13,Tipo_H_2-5,UNAI,MG,2015-06-17,1,36254.69280000
2,Tipo_B,UNAI,MG,2019-06-24,1,47396
7,Tipo_F_0-11,ÁGUA BOA,MT,2015-05-14,1,50020
8,Tipo_F_0-11_Z,ITATUBA,PB,2018-08-23,1,73800
14,Tipo_H_6-10,CASTRO,PR,2015-08-25,1,46115.07800000
2,Tipo_B,CASTRO,PR,2015-11-05,1,36554.41510000
1,Tipo_A,CASTRO,PR,2015-11-26,1,14923.59000000
13,Tipo_H_2-5,CASTRO,PR,2015-11-26,1,38067.40530000
13,Tipo_H_2-5,CASTRO,PR,2015-12-04,1,38067.40530000
13,Tipo_H_2-5,CASTRO,PR,2016-01-11,1,38067.40530000
7,Tipo_F_0-11,CASTRO,PR,2016-05-23,1,35757.24800000
2,Tipo_B,CASTRO,PR,2016-06-13,1,44792.50000000
2,Tipo_B,CASTRO,PR,2016-06-23,1,35340.36000000
17,Tipo_J_2-8,CASTRO,PR,2016-10-17,1,26083.38000000
14,Tipo_H_6-10,CASTRO,PR,2016-12-01,1,52183.98000000
2,Tipo_B,CASTRO,PR,2017-04-06,1,39389.52000000
14,Tipo_H_6-10,CASTRO,PR,2017-06-08,1,67338.81000000
2,Tipo_B,CASTRO,PR,2017-07-24,1,39389.52000000
2,Tipo_B,CASTRO,PR,2017-09-04,1,30340
14,Tipo_H_6-10,CASTRO,PR,2017-10-09,1,43076.24000000
14,Tipo_H_6-10,CASTRO,PR,2017-10-09,1,58770.63000000
2,Tipo_B,CASTRO,PR,2017-10-25,1,39401
14,Tipo_H_6-10,CASTRO,PR,2017-12-21,1,63406.09000000
6,Tipo_F_Mini,CASTRO,PR,2018-03-16,1,18412.69000000
14,Tipo_H_6-10,CASTRO,PR,2018-04-09,1,63406.09000000
2,Tipo_B,CASTRO,PR,2018-04-09,1,25521.27000000
2,Tipo_B,CASTRO,PR,2018-05-10,1,39389.35600000
14,Tipo_H_6-10,CASTRO,PR,2018-06-27,1,45599.79000000
14,Tipo_H_6-10,CASTRO,PR,2018-07-03,1,45599.60960000
14,Tipo_H_6-10,CASTRO,PR,2018-08-17,1,62736.02290000
13,Tipo_H_2-5,CASTRO,PR,2018-08-31,1,38872.51000000
13,Tipo_H_2-5,CASTRO,PR,2019-01-09,1,37378.47000000
15,Tipo_H_12-15,CASTRO,PR,2019-01-25,1,79920.48000000
13,Tipo_H_2-5,CASTRO,PR,2019-03-15,1,32811.39390000
2,Tipo_B,CASTRO,PR,2019-05-24,1,42229.59000000
2,Tipo_B,CASTRO,PR,2019-06-06,1,42229.59000000
2,Tipo_B,CASTRO,PR,2019-09-12,1,44895
14,Tipo_H_6-10,CASTRO,PR,2019-09-20,1,46998.30000000
13,Tipo_H_2-5,CASTRO,PR,2019-11-22,1,37433
18,Tipo_J_9,CASTRO,PR,2019-12-23,1,36531
13,Tipo_H_2-5,CASTRO,PR,2020-03-06,1,37392
18,Tipo_J_9,CASTRO,PR,2020-04-28,1,36079.98360000
17,Tipo_J_2-8,CASTRO,PR,2020-05-08,1,25504.87000000
2,Tipo_B,CASTRO,PR,2020-06-05,1,44280
13,Tipo_H_2-5,CASTRO,PR,2020-07-24,1,38146.40000000
14,Tipo_H_6-10,CASTRO,PR,2020-08-10,1,40918
13,Tipo_H_2-5,CASTRO,PR,2020-10-30,1,38146.40000000
17,Tipo_J_2-8,CASTRO,PR,2020-10-30,1,25543
17,Tipo_J_2-8,SALVADOR,BA,2015-05-12,1,16916.60000000
17,Tipo_J_2-8,SALVADOR,BA,2015-05-12,1,16916.60000000
1,Tipo_A,SALVADOR,BA,2015-06-01,1,11459.50000000
1,Tipo_A,SALVADOR,BA,2015-06-01,1,12541.90000000
1,Tipo_A,SALVADOR,BA,2015-06-11,1,19598
19,Tipo_K,SALVADOR,BA,2015-06-11,1,15229.45000000
1,Tipo_A,SALVADOR,BA,2015-06-12,1,19290.50000000
13,Tipo_H_2-5,SALVADOR,BA,2015-06-18,1,38786
17,Tipo_J_2-8,SALVADOR,BA,2015-06-18,1,17422.95000000
1,Tipo_A,SALVADOR,BA,2015-07-02,1,15457
1,Tipo_A,SALVADOR,BA,2015-11-12,1,11459.50000000
6,Tipo_F_Mini,SALVADOR,BA,2015-11-12,1,17015
13,Tipo_H_2-5,SALVADOR,BA,2015-11-12,1,28864
17,Tipo_J_2-8,SALVADOR,BA,2015-12-07,1,17422.95000000
6,Tipo_F_Mini,SALVADOR,BA,2015-12-07,1,18144.55000000
2,Tipo_B,SALVADOR,BA,2015-12-18,1,14473
4,Tipo_D,SALVADOR,BA,2016-01-19,1,27224
1,Tipo_A,SALVADOR,BA,2016-02-18,1,13767.80000000
17,Tipo_J_2-8,SALVADOR,BA,2016-05-13,1,18655
1,Tipo_A,SALVADOR,BA,2016-06-07,1,14116.30000000
17,Tipo_J_2-8,SALVADOR,BA,2016-06-10,1,18482.80000000
1,Tipo_A,SALVADOR,BA,2016-12-21,1,14116.30000000
17,Tipo_J_2-8,SALVADOR,BA,2016-12-21,1,18482.80000000
17,Tipo_J_2-8,SALVADOR,BA,2016-12-21,1,18482.80000000
1,Tipo_A,SALVADOR,BA,2016-12-21,1,14116.30000000
1,Tipo_A,SALVADOR,BA,2017-02-03,1,14116.30000000
17,Tipo_J_2-8,SALVADOR,BA,2017-11-21,1,27704.11000000
14,Tipo_H_6-10,SÃO LOURENÇO DO SUL,RS,2015-06-17,1,42307.32600000
1,Tipo_A,SÃO LOURENÇO DO SUL,RS,2015-06-17,1,14241.02200000
14,Tipo_H_6-10,SÃO LOURENÇO DO SUL,RS,2016-07-04,1,42640
1,Tipo_A,SÃO LOURENÇO DO SUL,RS,2016-07-26,1,14460.70000000
17,Tipo_J_2-8,SÃO LOURENÇO DO SUL,RS,2017-02-10,1,19065
1,Tipo_A,SÃO LOURENÇO DO SUL,RS,2017-09-18,1,15990
7,Tipo_F_0-11,JAU,SP,2015-05-13,1,41945.05000000
13,Tipo_H_2-5,JAU,SP,2016-09-23,1,32349
4,Tipo_D,NOVA MUTUM,MT,2015-04-24,1,21487.28000000
19,Tipo_K,NOVA MUTUM,MT,2015-07-17,1,17220
13,Tipo_H_2-5,Ituiutaba,MG,2015-12-03,1,38359.60000000
4,Tipo_D,Ituiutaba,MG,2016-05-06,1,24088.73000000
1,Tipo_A,Ituiutaba,MG,2016-06-08,1,17243.78000000
7,Tipo_F_0-11,Ituiutaba,MG,2016-08-02,1,63870.65280000
17,Tipo_J_2-8,Ituiutaba,MG,2016-08-04,1,26121.92000000
4,Tipo_D,Ituiutaba,MG,2016-11-21,1,12552.97000000
14,Tipo_H_6-10,Ituiutaba,MG,2017-10-05,1,36871.30000000
7,Tipo_F_0-11,Ituiutaba,MG,2017-11-24,1,49581.30000000
4,Tipo_D,Ituiutaba,MG,2018-05-30,1,26180.96000000
4,Tipo_D,Ituiutaba,MG,2018-07-19,1,13335.03680000
4,Tipo_D,Ituiutaba,MG,2018-08-02,1,13335.03680000
4,Tipo_D,Ituiutaba,MG,2019-05-13,1,13384.39670000
8,Tipo_F_0-11_Z,Ituiutaba,MG,2019-10-18,1,53710
8,Tipo_F_0-11_Z,Ituiutaba,MG,2020-02-14,1,43902.80000000
8,Tipo_F_0-11_Z,Ituiutaba,MG,2020-03-25,1,43045.90000000
8,Tipo_F_0-11_Z,Ituiutaba,MG,2020-04-13,1,54067.93000000
8,Tipo_F_0-11_Z,Ituiutaba,MG,2020-06-30,1,72469.55000000
4,Tipo_D,Ituiutaba,MG,2020-08-21,1,24538.39340000
8,Tipo_F_0-11_Z,Ituiutaba,MG,2020-10-16,1,43890.31140000
17,Tipo_J_2-8,FORQUILHINHA,SC,2015-04-30,1,22752.29400000
4,Tipo_D,MATRINCHA,GO,2015-05-06,1,26035
4,Tipo_D,PUGMIL,TO,2015-05-29,1,26035
4,Tipo_D,SINOP,MT,2015-05-14,1,20848.50000000
7,Tipo_F_0-11,SINOP,MT,2015-05-21,1,51490.26000000
4,Tipo_D,SINOP,MT,2016-01-08,1,21781.25000000
2,Tipo_B,RONDONOPOLIS,MT,2015-05-27,1,15375
4,Tipo_D,RONDONOPOLIS,MT,2015-10-16,1,28905
7,Tipo_F_0-11,RONDONOPOLIS,MT,2015-11-09,1,82123
17,Tipo_J_2-8,Itabaiana,SE,2015-06-03,1,24600
7,Tipo_F_0-11,DIAMANTINO,MT,2015-06-24,1,47619.86000000
7,Tipo_F_0-11,DIAMANTINO,MT,2015-07-10,1,47619.86000000
7,Tipo_F_0-11,DIAMANTINO,MT,2015-08-04,1,40696.60000000
1,Tipo_A,BAURU,SP,2016-11-30,1,20138.79000000
17,Tipo_J_2-8,BAURU,SP,2017-05-05,1,29517.95000000
17,Tipo_J_2-8,BAURU,SP,2017-05-31,1,27201.45000000
4,Tipo_D,BAURU,SP,2017-08-03,1,15643.05390000
9,Tipo_F_15-20,VILA BELA DA SANTISSIMA TRINDADE,MT,2015-08-14,1,152889
7,Tipo_F_0-11,CAMPO NOVO DO PARECIS,MT,2015-10-09,1,63451.60000000
17,Tipo_J_2-8,CAMPO NOVO DO PARECIS,MT,2016-01-28,1,24165.40000000
7,Tipo_F_0-11,CAMPO NOVO DO PARECIS,MT,2016-05-04,1,62689
4,Tipo_D,TEODORO SAMPAIO,SP,2015-08-10,1,36068.93000000
1,Tipo_A,OLIMPIA,SP,2015-06-15,1,12602.99000000
4,Tipo_D,OLIMPIA,SP,2017-02-24,1,29399.87000000
1,Tipo_A,SANTA CRUZ DO RIO PARDO,SP,2015-06-24,1,13773.95000000
14,Tipo_H_6-10,SANTA CRUZ DO RIO PARDO,SP,2015-09-30,1,30153.86000000
7,Tipo_F_0-11,SANTA CRUZ DO RIO PARDO,SP,2015-11-25,1,56006
4,Tipo_D,SANTA CRUZ DO RIO PARDO,SP,2015-12-15,1,27593
1,Tipo_A,SANTA CRUZ DO RIO PARDO,SP,2016-06-17,1,12291.80000000
1,Tipo_A,SANTA CRUZ DO RIO PARDO,SP,2016-08-22,1,15561.96000000
1,Tipo_A,SANTA CRUZ DO RIO PARDO,SP,2017-06-07,1,13890.80000000
1,Tipo_A,SANTA CRUZ DO RIO PARDO,SP,2018-01-31,1,15994.92000000
7,Tipo_F_0-11,SANTA CRUZ DO RIO PARDO,SP,2018-10-23,1,41436.69100000
4,Tipo_D,SANTANA DO ARAGUAIA,PA,2015-07-15,1,21812
9,Tipo_F_15-20,QUERENCIA,MT,2015-04-17,1,92821.13000000
7,Tipo_F_0-11,QUERENCIA,MT,2016-05-17,1,50512
11,Tipo_F_25-27,PAU D ARCO,PA,2017-09-18,1,178350
1,Tipo_A,MARINGA,PR,2015-04-06,1,13947.38000000
18,Tipo_J_9,MARINGA,PR,2015-06-17,1,32977.53000000
1,Tipo_A,MARINGA,PR,2015-06-25,1,15856.34000000
1,Tipo_A,MARINGA,PR,2015-06-25,1,15856.34000000
1,Tipo_A,MARINGA,PR,2016-05-19,1,20154.78000000
1,Tipo_A,MARINGA,PR,2017-06-13,1,16984.25000000
1,Tipo_A,MARINGA,PR,2017-06-19,1,16984.25000000
9,Tipo_F_15-20,SONORA,MS,2019-12-18,1,104550
4,Tipo_D,AGUA BOA,MT,2015-09-17,1,18942
13,Tipo_H_2-5,CHOPINZINHO,PR,2015-12-03,1,29511.80000000
2,Tipo_B,JULIO DE CASTILHOS,RS,2020-10-29,1,44280
7,Tipo_F_0-11,PONTES E LACERDA,MT,2015-04-13,1,53068.76000000
7,Tipo_F_0-11,PONTES E LACERDA,MT,2015-05-06,1,41059.04000000
7,Tipo_F_0-11,PONTES E LACERDA,MT,2015-05-06,1,58895.27000000
6,Tipo_F_Mini,PONTES E LACERDA,MT,2015-05-15,1,16425.42000000
7,Tipo_F_0-11,PONTES E LACERDA,MT,2015-05-15,1,58998.59000000
4,Tipo_D,PONTES E LACERDA,MT,2015-05-26,1,20500
4,Tipo_D,PONTES E LACERDA,MT,2015-05-26,1,20500
17,Tipo_J_2-8,PONTES E LACERDA,MT,2015-05-28,1,17472.15000000
7,Tipo_F_0-11,PONTES E LACERDA,MT,2015-05-28,1,58297.90000000
9,Tipo_F_15-20,PONTES E LACERDA,MT,2015-06-18,1,74210
6,Tipo_F_Mini,PONTES E LACERDA,MT,2015-06-18,1,16425.42000000
7,Tipo_F_0-11,PONTES E LACERDA,MT,2015-07-08,1,49946.20000000
7,Tipo_F_0-11,PONTES E LACERDA,MT,2015-07-15,1,39283.33000000
7,Tipo_F_0-11,PONTES E LACERDA,MT,2015-07-15,1,49946.20000000
7,Tipo_F_0-11,PONTES E LACERDA,MT,2015-08-28,1,61500
7,Tipo_F_0-11,PONTES E LACERDA,MT,2016-01-28,1,48775.65000000
4,Tipo_D,PONTES E LACERDA,MT,2016-02-15,1,20500
4,Tipo_D,PONTES E LACERDA,MT,2016-08-05,1,27880
7,Tipo_F_0-11,PONTES E LACERDA,MT,2016-08-12,1,68871.80000000
7,Tipo_F_0-11,PONTES E LACERDA,MT,2016-08-12,1,58892.40000000
7,Tipo_F_0-11,PONTES E LACERDA,MT,2016-10-21,1,65060.85000000
7,Tipo_F_0-11,PONTES E LACERDA,MT,2016-11-22,1,40715.87000000
2,Tipo_B,PONTES E LACERDA,MT,2017-03-16,1,40248.88000000
4,Tipo_D,PONTES E LACERDA,MT,2017-05-17,1,14408.26100000
8,Tipo_F_0-11_Z,PONTES E LACERDA,MT,2017-05-17,1,74271.09000000
7,Tipo_F_0-11,PONTES E LACERDA,MT,2017-05-23,1,68892.30000000
4,Tipo_D,PONTES E LACERDA,MT,2017-06-29,1,30554.02000000
8,Tipo_F_0-11_Z,PONTES E LACERDA,MT,2017-06-29,1,40631
8,Tipo_F_0-11_Z,PONTES E LACERDA,MT,2017-07-14,1,44694.92000000
17,Tipo_J_2-8,SANTA CRUZ DO RIO PARDO,SP,2015-06-15,1,17511.10000000
1,Tipo_A,IRATI,PR,2015-05-15,1,14167.61560000
1,Tipo_A,IRATI,PR,2015-08-06,1,14977.80020000
1,Tipo_A,IRATI,PR,2017-03-23,1,16814.92000000
1,Tipo_A,MANOEL RIBAS,PR,2017-06-19,1,17341.77000000
17,Tipo_J_2-8,ARARAQUARA,SP,2016-11-08,1,18180.22000000
17,Tipo_J_2-8,ARARAQUARA,SP,2017-02-24,1,18180.22000000
11,Tipo_F_25-27,MATUPA,MT,2015-08-21,1,225500
4,Tipo_D,MARABA,PA,2015-07-03,1,21812
4,Tipo_D,MARABA,PA,2015-07-03,1,21812
4,Tipo_D,MARABA,PA,2015-07-03,1,21812
4,Tipo_D,MARABA,PA,2015-09-30,1,27470
13,Tipo_H_2-5,AREADO,MG,2019-10-21,1,31596.65000000
1,Tipo_A,VITORIA DA CONQUISTA,BA,2015-07-17,1,13305.73000000
14,Tipo_H_6-10,VITORIA DA CONQUISTA,BA,2016-05-13,1,41716.68000000
19,Tipo_K,VITORIA DA CONQUISTA,BA,2016-07-22,1,16031
13,Tipo_H_2-5,CAPETINGA,MG,2016-03-24,1,43460
7,Tipo_F_0-11,CATALAO,GO,2015-09-16,1,76430.51490000
9,Tipo_F_15-20,PARANAIBA,MS,2016-01-15,1,168100
17,Tipo_J_2-8,LINS,SP,2015-08-27,1,23073.57000000
11,Tipo_F_25-27,NAZARIO,GO,2015-09-02,1,287000
11,Tipo_F_25-27,NAZARIO,GO,2015-09-02,1,287000
11,Tipo_F_25-27,NAZARIO,GO,2015-09-02,1,287000
11,Tipo_F_25-27,NAZARIO,GO,2018-02-27,1,289173
4,Tipo_D,GUAJARA-MIRIM,RO,2016-03-15,1,20606.96900000
2,Tipo_B,GUAJARA-MIRIM,RO,2016-06-14,1,35641.10730000
4,Tipo_D,GUAJARA-MIRIM,RO,2016-06-14,1,30129.71920000
14,Tipo_H_6-10,IPIXUNA DO PARA,PA,2015-08-28,1,67035
11,Tipo_F_25-27,VARZEA DA PALMA,MG,2017-03-06,1,295571.87000000
16,Tipo_I,GUATAPARA,SP,2015-08-10,1,12300
17,Tipo_J_2-8,SAO MANUEL,SP,2015-09-22,1,21715.59260000
7,Tipo_F_0-11,NOVO HORIZONTE,SP,2015-09-16,1,43423.51000000
7,Tipo_F_0-11,NOVO HORIZONTE,SP,2015-10-08,1,55938.82150000
4,Tipo_D,NOVO HORIZONTE,SP,2015-10-09,1,20603.09040000
4,Tipo_D,NOVO HORIZONTE,SP,2015-10-14,1,20603.09040000
4,Tipo_D,NOVO HORIZONTE,SP,2015-10-19,1,20603.09040000
7,Tipo_F_0-11,NOVO HORIZONTE,SP,2015-12-04,1,46636.68000000
7,Tipo_F_0-11,NOVO HORIZONTE,SP,2016-01-29,1,43423.51000000
4,Tipo_D,NOVO HORIZONTE,SP,2016-07-06,1,22884.56000000
4,Tipo_D,NOVO HORIZONTE,SP,2016-07-11,1,22884.56000000
4,Tipo_D,NOVO HORIZONTE,SP,2016-07-12,1,22884.56000000
17,Tipo_J_2-8,NOVO HORIZONTE,SP,2016-07-19,1,24816.07000000
4,Tipo_D,NOVO HORIZONTE,SP,2016-07-20,1,22884.56000000
7,Tipo_F_0-11,NOVO HORIZONTE,SP,2016-07-25,1,49642.80000000
7,Tipo_F_0-11,NOVO HORIZONTE,SP,2016-08-04,1,49642.80000000
7,Tipo_F_0-11,NOVO HORIZONTE,SP,2016-09-06,1,49642.80000000
4,Tipo_D,NOVO HORIZONTE,SP,2018-02-05,1,25262.97000000
4,Tipo_D,NOVO HORIZONTE,SP,2018-02-20,1,25262.97000000
4,Tipo_D,NOVO HORIZONTE,SP,2018-04-23,1,25262.97000000
4,Tipo_D,NOVO HORIZONTE,SP,2019-12-05,1,36490
4,Tipo_D,NOVO HORIZONTE,SP,2019-12-05,1,36490
7,Tipo_F_0-11,NOVO HORIZONTE,SP,2020-02-06,1,46535
1,Tipo_A,FAXINAL DOS GUEDES,SC,2016-08-16,1,23308.50000000
13,Tipo_H_2-5,MACEIO,AL,2015-09-17,1,30709
4,Tipo_D,MONTE ALTO,SP,2015-10-19,1,20603.09040000
17,Tipo_J_2-8,MONTE ALTO,SP,2019-06-04,1,28905
17,Tipo_J_2-8,MONTE ALTO,SP,2019-06-28,1,29315
17,Tipo_J_2-8,MONTE ALTO,SP,2019-07-02,1,29315
17,Tipo_J_2-8,MONTE ALTO,SP,2020-04-02,1,26440.90000000
5,Tipo_E,MUCURICI,ES,2015-10-26,1,143500
1,Tipo_A,ALTO RIO DOCE,MG,2016-02-29,1,15139.66000000
4,Tipo_D,GENERAL SALGADO,SP,2015-11-17,1,20603.09040000
18,Tipo_J_9,ALEGRETE,RS,2015-11-23,1,32670.97710000
12,Tipo_G,ALEGRETE,RS,2016-05-13,1,12242.60000000
7,Tipo_F_0-11,ARAGUAINA,TO,2015-09-25,1,59778
4,Tipo_D,ARAGUAINA,TO,2015-11-12,1,28946
7,Tipo_F_0-11,JUINA,MT,2016-09-26,1,40827.88200000
4,Tipo_D,JUINA,MT,2016-11-22,1,9330.37000000
4,Tipo_D,NOVA MUTUM,MT,2016-01-21,1,27453.60000000
4,Tipo_D,NOVA MUTUM,MT,2017-08-21,1,12136
1,Tipo_A,CONSTANTINA,RS,2016-06-30,1,14071.20000000
13,Tipo_H_2-5,CONSTANTINA,RS,2017-08-30,1,36367
13,Tipo_H_2-5,CONSTANTINA,RS,2018-12-05,1,36367
13,Tipo_H_2-5,CONSTANTINA,RS,2019-02-20,1,33640.50000000
13,Tipo_H_2-5,CONSTANTINA,RS,2019-03-15,1,40528.50000000
17,Tipo_J_2-8,CONSTANTINA,RS,2019-11-28,1,20520.50000000
13,Tipo_H_2-5,CONSTANTINA,RS,2019-11-28,1,36211.20000000
13,Tipo_H_2-5,CONSTANTINA,RS,2019-11-28,1,36211.20000000
17,Tipo_J_2-8,CONSTANTINA,RS,2020-02-05,1,19103.95000000
1,Tipo_A,CONSTANTINA,RS,2020-04-28,1,14227
17,Tipo_J_2-8,CONSTANTINA,RS,2020-09-14,1,20110.50000000
6,Tipo_F_Mini,PALMEIRA,PR,2016-05-12,1,19120.35000000
7,Tipo_F_0-11,PALMEIRA,PR,2018-11-13,1,52219.65000000
14,Tipo_H_6-10,PALMEIRA,PR,2018-11-21,1,51190.55000000
14,Tipo_H_6-10,PALMEIRA,PR,2019-05-06,1,51190.55000000
7,Tipo_F_0-11,NOVA MUTUM,MT,2015-11-19,1,40696.60000000
17,Tipo_J_2-8,SAO MIGUEL DO OESTE,SC,2015-10-26,1,25010
1,Tipo_A,SAO MIGUEL DO OESTE,SC,2017-09-22,1,18778
1,Tipo_A,SAO MIGUEL DO OESTE,SC,2017-12-22,1,13858
1,Tipo_A,SAO MIGUEL DO OESTE,SC,2018-08-23,1,11685
7,Tipo_F_0-11,ROLANDIA,PR,2016-11-24,1,48954
13,Tipo_H_2-5,ROLANDIA,PR,2020-11-10,1,36695
17,Tipo_J_2-8,AGUDOS,SP,2015-10-30,1,14760
4,Tipo_D,BRASNORTE,MT,2015-11-26,1,38950
6,Tipo_F_Mini,PARA DE MINAS,MG,2015-11-26,1,16646
13,Tipo_H_2-5,PARA DE MINAS,MG,2015-11-26,1,29834.06000000
17,Tipo_J_2-8,PARA DE MINAS,MG,2016-01-19,1,17239.27000000
6,Tipo_F_Mini,PARA DE MINAS,MG,2016-01-19,1,16646
13,Tipo_H_2-5,PARA DE MINAS,MG,2016-02-24,1,29834.06000000
1,Tipo_A,PARA DE MINAS,MG,2016-05-04,1,18340.12000000
2,Tipo_B,PARA DE MINAS,MG,2016-05-04,1,23763.60000000
13,Tipo_H_2-5,PARA DE MINAS,MG,2016-07-19,1,30645.45000000
18,Tipo_J_9,PARA DE MINAS,MG,2016-10-26,1,38942.45600000
13,Tipo_H_2-5,PARA DE MINAS,MG,2016-10-26,1,23762.26750000
13,Tipo_H_2-5,PARA DE MINAS,MG,2016-11-10,1,30078.87100000
1,Tipo_A,PARA DE MINAS,MG,2017-05-15,1,20311.40000000
18,Tipo_J_9,PARA DE MINAS,MG,2017-07-04,1,37988.29580000
1,Tipo_A,PARA DE MINAS,MG,2017-07-11,1,21762.80000000
18,Tipo_J_9,PARA DE MINAS,MG,2017-07-20,1,37988.29580000
17,Tipo_J_2-8,PARA DE MINAS,MG,2017-09-13,1,20369.70200000
1,Tipo_A,PARA DE MINAS,MG,2018-03-01,1,16631.48600000
9,Tipo_F_15-20,CASTRO,PR,2016-01-27,1,127100
17,Tipo_J_2-8,BAURU,SP,2015-12-07,1,16141.29000000
13,Tipo_H_2-5,SANTA BRANCA,SP,2018-10-04,1,24600
7,Tipo_F_0-11,ITUMBIARA,GO,2016-02-18,1,38663
1,Tipo_A,ANDRADINA,SP,2017-05-12,1,15168.36000000
17,Tipo_J_2-8,ANDRADINA,SP,2019-09-24,1,29151
14,Tipo_H_6-10,ANDRADINA,SP,2020-11-05,1,43064.76000000
12,Tipo_G,FRANCA,SP,2016-01-08,1,11270.90000000
1,Tipo_A,BRAÇO DO NORTE,SC,2016-02-11,1,18860
1,Tipo_A,BRAÇO DO NORTE,SC,2018-03-09,1,20741.08000000
2,Tipo_B,SANTO ANTONIO DE POSSE,SP,2016-02-15,1,14350
1,Tipo_A,ITAPOLIS,SP,2016-03-01,1,20500
7,Tipo_F_0-11,SANTA MARIA DAS BARREIRAS,PA,2016-04-20,1,93316
7,Tipo_F_0-11,XINGUARA,PA,2016-04-20,1,54940
1,Tipo_A,PAULO FRONTIN,PR,2016-02-16,1,21935
11,Tipo_F_25-27,BRASNORTE,MT,2016-05-06,1,250100
7,Tipo_F_0-11,BRASNORTE,MT,2017-08-30,1,69700
7,Tipo_F_0-11,CACERES,MT,2016-06-24,1,74210
14,Tipo_H_6-10,Lagoa Vermelha,RS,2016-04-15,1,46006.40750000
9,Tipo_F_15-20,PARAGOMINAS,PA,2016-04-18,1,128924.50000000
2,Tipo_B,VILA RICA,MT,2019-02-01,1,70070.23000000
9,Tipo_F_15-20,DOM ELISEU,PA,2016-09-26,1,150593
7,Tipo_F_0-11,GURUPI,TO,2016-03-28,1,71085.80000000
7,Tipo_F_0-11,SÃO LOURENÇO DO OESTE,SC,2016-05-12,1,60721
17,Tipo_J_2-8,SÃO LOURENÇO DO OESTE,SC,2016-06-24,1,20090
7,Tipo_F_0-11,SÃO LOURENÇO DO OESTE,SC,2016-07-29,1,40942.60000000
18,Tipo_J_9,SÃO LOURENÇO DO OESTE,SC,2016-10-20,1,41820
9,Tipo_F_15-20,ITUVERAVA,SP,2016-06-17,1,142229
7,Tipo_F_0-11,LUCAS DO RIO VERDE,MT,2016-05-06,1,39032
9,Tipo_F_15-20,MIRADOR,PR,2016-04-01,1,134165.94000000
8,Tipo_F_0-11_Z,MIRADOR,PR,2019-11-14,1,65907.50000000
8,Tipo_F_0-11_Z,MIRADOR,PR,2019-11-14,1,85792.50000000
11,Tipo_F_25-27,BURITAMA,SP,2017-01-23,1,212777.49910000
11,Tipo_F_25-27,ARUANA,GO,2016-06-01,1,287000
11,Tipo_F_25-27,ARUANA,GO,2016-06-01,1,287000
11,Tipo_F_25-27,ARUANA,GO,2016-06-01,1,287000
11,Tipo_F_25-27,ARUANA,GO,2016-07-01,1,287000
11,Tipo_F_25-27,ARUANA,GO,2016-07-01,1,287000
11,Tipo_F_25-27,ARUANA,GO,2018-03-21,1,289173
18,Tipo_J_9,DELTA,MG,2017-09-18,1,49200
6,Tipo_F_Mini,ITAPURANGA,GO,2016-05-06,1,24190
1,Tipo_A,UNAI,MG,2016-05-17,1,16963.75000000
1,Tipo_A,Santo Augusto,RS,2016-06-21,1,13370.10000000
13,Tipo_H_2-5,Santo Augusto,RS,2016-08-17,1,46207
17,Tipo_J_2-8,Santo Augusto,RS,2016-11-09,1,27388
2,Tipo_B,Santo Augusto,RS,2017-03-31,1,27183
2,Tipo_B,Santo Augusto,RS,2017-05-31,1,30709
1,Tipo_A,JATAI,GO,2016-06-30,1,13735
4,Tipo_D,JATAI,GO,2017-04-04,1,20896.47000000
4,Tipo_D,JATAI,GO,2017-04-04,1,24618.86000000
9,Tipo_F_15-20,CAMPO VERDE,MT,2016-08-24,1,88150
7,Tipo_F_0-11,MATUPA,MT,2016-10-10,1,40827.90250000
4,Tipo_D,MATUPA,MT,2016-11-16,1,11699.35000000
7,Tipo_F_0-11,JUSCIMEIRA,MT,2016-08-24,1,68183
